sp_name,guild,family,sp_id,sp_no_prey,sp_no_preds,sp_ntp,sp_long_chain
Zercon sp (juv),Mesostigmata,Zerconidae,268,17,11,3.8,3.0
Aporrectodea caliginosa (ad),Lumbricidae,Lumbricidae,271,5,0,3.625,3.0
Aporrectodea rosea (ad),Lumbricidae,Lumbricidae,274,5,1,3.625,3.0
Aporrectodea rosea (juv),Lumbricidae,Lumbricidae,275,5,4,3.625,3.0
Aporrectodea sp (juv) {xl},Lumbricidae,Lumbricidae,277,5,5,3.625,3.0
Lumbricus terrestris (ad),Lumbricidae,Lumbricidae,284,6,0,3.4444444444444446,3.0
Lumbricus terrestris (juv) {xl},Lumbricidae,Lumbricidae,285,6,4,3.4444444444444446,3.0
Atropacarus striculus,Oribatida,Phthiracaridae,298,3,5,2.75,2.0
Chamobates cuspidatus,Oribatida,Chamobatidae,307,2,4,3.0,2.0
Hypochthonius rufulus,Oribatida,Hypochthoniidae,322,7,5,3.5,2.0
Oribatida juv.,Oribatida,,323,9,6,3.4,2.0
Microppia minus,Oribatida,Oppiidae,331,7,3,3.5,2.0
Nothrus silvestris,Oribatida,Nothridae,335,8,15,3.458333333333333,2.0
Oppiella nova,Oribatida,Oppiidae,338,8,3,3.458333333333333,2.0
Oppiella subpectinata,Oribatida,Oppiidae,339,8,4,3.458333333333333,2.0
Oribatula tibialis,Oribatida,Oribatulidae,343,3,7,3.0,2.0
Pantelozetes paolii,Oribatida,Thyrisomidae,344,2,4,3.0,2.0
Phthiracarus longulus,Oribatida,Phthiracaridae,351,3,12,2.75,2.0
Platynothrus peltifer,Oribatida,Camisiidae,353,1,15,2.0,1.0
Porobelba spinosa,Oribatida,Damaeidae,355,3,4,2.75,2.0
Steganacarus magnus,Oribatida,Phthiracaridae,365,2,14,3.0,2.0
Tectocepheus minor,Oribatida,Tectocepheidae,371,1,4,2.0,1.0
Tectocepheus velatus alatus,Oribatida,Tectocepheidae,372,1,4,2.0,1.0
Porcellio spinicornis,Isopoda,Porcellionidae,376,4,16,2.8333333333333335,2.0
Allaiulus nitidus {xl},Diplopoda,Julidae,383,4,18,2.8333333333333335,2.0
Glomeris marginata,Diplopoda,Glomeridae,392,1,13,2.0,1.0
Polydesmidae,Diplopoda,Polydesmidae,396,4,23,2.8333333333333335,2.0
Tachypodoiulus niger,Diplopoda,Julidae,399,4,9,2.8333333333333335,2.0
plants,Basal,Plants,401,0,8,1.0,0.0
roots,Basal,Roots,402,0,16,1.0,0.0
root exudates,Basal,Roots,403,0,7,1.0,0.0
mykorrhiza,Basal,Fungi,404,2,32,2.0,1.0
saphrophytes,Basal,Fungi,405,1,40,2.0,1.0
bacterivor nematodes,Basal,Nematoda,406,1,27,3.0,2.0
fungivor nematodes,Basal,Nematoda,407,2,27,3.0,2.0
root feeding nematodes,Basal,Nematoda,408,2,27,2.0,1.0
predatious nematodes,Basal,Nematoda,409,8,27,3.6956521739130435,2.0
omniv. Nematodes,Basal,Nematoda,410,16,27,3.333333333333333,1.0
bacteria,Basal,Bacteria,411,2,23,2.0,1.0
flagelata,Basal,Protozoa,412,1,12,3.0,2.0
ciliata,Basal,Protozoa,413,1,12,3.0,2.0
amoeba,Basal,Protozoa,414,1,12,3.0,2.0
algae,Basal,Algae,415,0,6,1.0,0.0
enchitraeidae,Basal,Enchitraeidae,416,9,7,3.2142857142857144,2.0
dead organic matter detritus,Basal detritus,detritus,417,0,20,1.0,0.0
litter detritus,Basal detritus,detritus,442,0,20,1.0,0.0
Macrargus rufus (ad),Araneae,Linyphiidae,473,30,25,3.9038461538461537,4.0
Julidae spec,Diplopoda,Julidae,486,4,18,2.8333333333333335,2.0
Pterostichus spec.,Coleoptera,Carabidae,543,49,3,3.920502092050209,3.0
Clubionidae (juv),Araneae,Clubionidae,584,24,28,3.92,4.0
Suctobelbella spp.,Oribatida,Suctobelbidae,625,8,3,3.458333333333333,2.0
Lithobius sp3 {m},Chilopoda,Lithobiidae,707,57,37,3.8906882591093117,5.0
Scutigerella immaculata {m},Symphyla,Scutigerellidae,718,8,39,2.5,1.0
Athous zebei (juv) {m},Coleoptera,Elateridae,721,1,25,2.0,1.0
Pergamasinae (juv) {s},Mesostigmata,Pergamasinae,735,24,16,3.84375,3.0
Campodea sp {l},Diplura,Campodeidae,749,34,29,3.7800000000000002,4.0
Trichoniscus pusillus {l},Isopoda,Trichoniscidae,751,4,33,2.8333333333333335,2.0
Aegopinella nitidula juv,Gastropoda,Oxychilidae,831,1,3,2.0,1.0
Cepea hortensis,Gastropoda,Helicidae,838,1,0,2.0,1.0
Curculionidae spec,Coleoptera,Curculionidae,855,2,23,2.0,1.0
Staphylinidae spec,Coleoptera,Stapylinidae,858,34,26,3.8863636363636367,4.0
Abax ovalis,Coleoptera,Carabidae,859,47,2,3.925764192139738,3.0
Abax parallelepipedus,Coleoptera,Carabidae,860,34,1,3.9625,3.0
Cylisticus spec,Isopoda,Cylisticidae,910,4,18,2.8333333333333335,2.0
Trichoniscus spec,Isopoda,Trichoniscidae,911,4,32,2.8333333333333335,2.0
Trachelipus ratzeburgii,Isopoda,Trachelipidae,912,4,16,2.8333333333333335,2.0
Philoscia muscorum,Isopoda,Philosciidae,914,4,18,2.8333333333333335,2.0
Glomeris spec,Diplopoda,Glomeridae,920,1,12,2.0,1.0
Chilopoda spec,Chilopoda,Chilopoda spec,921,61,15,3.887323943661972,3.0
Harpactea lepida (juv),Araneae,Dysderidae,933,33,24,3.913793103448276,4.0
Harpactea lepida (ad),Araneae,Dysderidae,934,48,17,3.9183673469387754,3.0
Theridiidae juv spec,Araneae,Theridiidae,942,28,27,3.9060402684563758,4.0
Walckenaeria atrotibialis,Araneae,Linyphiidae,957,31,24,3.9074074074074074,4.0
Apostenus fuscus,Araneae,Liocranidae,958,43,21,3.92,3.0
