Analysis,SLN_ID,habitat,vertebrates,resource_type,Detritus,S,Interactions,L_D,C,Basal,Top,Herbiv,Carniv,MeanInDegree,StdInDegree,Mean_longest_chain,Mean_NTP,Max_NTP,Mean_NTP_norm,TrOmniv,q_inCoherence,Mean_path_len,Std_path_len
EcoWeb_TS,22_bearisland,both,yes,green,0,28,59,2.107142857,0.078042328,0.214285714,0.214285714,0.454545455,0.181818182,2.681818182,2.079064891,1.25,2.194855442,3.714285714,0.590922619,0.5,0.544205886,1.561403509,0.638514422
EcoWeb_TS,27_wythamwood,ter,yes,mixed,1,22,39,1.772727273,0.084415584,0.142857143,0.272727273,0.333333333,0.5,2.166666667,1.504893977,1.545454545,2.504545455,4,0.626136364,0.388888889,0.418793492,1.597560976,0.625778648
EcoWeb_TS,35_morganscreek,aqu,yes,mixed,1,13,36,2.769230769,0.230769231,0.083333333,0.384615385,0.363636364,0.363636364,3.272727273,1.272077756,1.307692308,2.377899878,3.25,0.731661501,0.545454545,0.411425239,1.307692308,0.466041382
EcoWeb_TS,39_lakenyasa,aqu,yes,mixed,1,33,70,2.121212121,0.066287879,0.125,0.484848485,0.5,0.25,2.5,2.333333333,1.272727273,2.243939394,4,0.560984848,0.285714286,0.385532892,1.309278351,0.527589344
EcoWeb_TS,45_conespring,aqu,no,brown,1,10,17,1.7,0.188888889,0,0.4,0.555555556,0.333333333,1.888888889,1.166666667,1.2,2.266666667,3,0.755555556,0.111111111,0.260404411,1.15,0.366347549
EcoWeb_TS,58_sphagnumbog,both,yes,mixed,2,17,21,1.235294118,0.077205882,0.133333333,0.235294118,0.307692308,0.538461538,1.615384615,0.767947648,1.705882353,2.665686275,5.25,0.507749767,0.384615385,0.694980111,2.230769231,1.156087567
EcoWeb_TS,61_spitsbergenbarren,ter,yes,mixed,1,8,10,1.25,0.178571429,0.142857143,0.375,0.5,0.333333333,1.666666667,1.032795559,1,2.166666667,3.333333333,0.65,0.166666667,0.544331054,1.230769231,0.43852901
EcoWeb_TS,84_temppond,aqu,yes,mixed,1,12,23,1.916666667,0.174242424,0.090909091,0.166666667,0.3,0.7,2.3,1.159501809,1.583333333,2.706051587,4,0.676512897,0.4,0.557093418,1.612244898,0.639541715
EcoWeb_TS,92_highhimalayas,ter,yes,mixed,2,18,18,1,0.058823529,0.0625,0.444444444,0.533333333,0.466666667,1.2,0.414039336,1.333333333,2.333333333,4,0.583333333,0,0,1.407407407,0.636049058
EcoWeb_TS,98_sanddunesnamib,ter,yes,mixed,2,17,39,2.294117647,0.143382353,0.133333333,0.176470588,0.384615385,0.461538462,3,2.041241452,1.411764706,2.485294118,4.25,0.584775087,0.384615385,0.59291817,1.62962963,0.679051626
DigelSoil_TS,AEW1,ter,no,mixed,2,103,1668,16.19417476,0.158766419,0.03960396,0.029126214,0.164948454,0.628865979,17.19587629,17.02733047,2.368932039,3.13672348,3.944785276,0.795156963,0.773195876,0.69720676,1.652743653,0.719223808
DigelSoil_TS,AEW11,ter,no,mixed,2,99,1557,15.72727273,0.160482375,0.041237113,0.01010101,0.139784946,0.655913978,16.74193548,15.66490346,2.777777778,3.202847426,4,0.800711856,0.784946237,0.595272455,1.788389513,0.967717633
DigelSoil_TS,AEW17,ter,no,mixed,2,127,2576,20.28346457,0.160979878,0.04,0.031496063,0.158333333,0.375,21.46666667,21.78617761,2.62992126,3.166309077,3.946428571,0.802322662,0.766666667,0.690284736,1.841146658,0.96523361
DigelSoil_TS,AEW18,ter,no,mixed,2,98,1438,14.67346939,0.15127288,0.052083333,0,0.120879121,0.43956044,15.8021978,15.21345879,2.336734694,3.152436807,3.920289855,0.804133603,0.802197802,0.698723503,1.759274303,0.776307281
DigelSoil_TS,AEW2,ter,no,mixed,2,132,2956,22.39393939,0.170946102,0.030769231,0.007575758,0.150793651,0.642857143,23.46031746,24.09735282,2.772727273,3.212986849,3.993103448,0.804634012,0.76984127,0.655651836,1.87540659,1.08449489
DigelSoil_TS,AEW25,ter,no,mixed,2,106,1616,15.24528302,0.145193172,0.038461538,0.009433962,0.11,0.67,16.16,15.23334991,2.528301887,3.231056854,4.018867925,0.803971893,0.81,0.625130123,1.750706759,0.818831313
DigelSoil_TS,AEW27,ter,no,mixed,2,98,1151,11.74489796,0.121081422,0.052083333,0,0.230769231,0.340659341,12.64835165,13.9135215,2.12244898,2.991588817,4.133333333,0.723771488,0.692307692,0.778473204,1.660550459,0.679266506
DigelSoil_TS,AEW3,ter,no,mixed,2,107,1687,15.76635514,0.148739199,0.038095238,0.009345794,0.207920792,0.574257426,16.7029703,16.44113412,2.046728972,3.09244138,3.961748634,0.780574859,0.742574257,0.692827015,1.589969689,0.587417426
DigelSoil_TS,AEW30,ter,no,mixed,2,97,1265,13.04123711,0.13584622,0.052631579,0.030927835,0.144444444,0.355555556,14.05555556,14.22006899,2.164948454,3.072372347,3.921052632,0.783558048,0.744444444,0.701675337,1.619408369,0.632762393
DigelSoil_TS,AEW4,ter,no,mixed,2,109,1681,15.42201835,0.142796466,0.046728972,0.04587156,0.137254902,0.362745098,16.48039216,16.42187046,2.80733945,3.130824118,3.930769231,0.796491459,0.774509804,0.683200963,1.89793604,1.076905648
DigelSoil_TS,AEW49,ter,no,mixed,2,132,2573,19.49242424,0.148797132,0.030769231,0.007575758,0.198412698,0.595238095,20.42063492,21.67518514,2.128787879,3.190453321,4.232142857,0.753862388,0.73015873,0.724575963,1.607419413,0.609449828
DigelSoil_TS,AEW5,ter,no,mixed,2,110,1689,15.35454545,0.140867389,0.046296296,0.009090909,0.174757282,0.601941748,16.39805825,17.77326689,2.427272727,3.095797161,3.983783784,0.777099695,0.747572816,0.665762209,1.810486891,0.944667926
DigelSoil_TS,AEW6,ter,no,mixed,2,105,1530,14.57142857,0.14010989,0.048543689,0.00952381,0.183673469,0.357142857,15.6122449,15.83525536,2.171428571,3.065349783,3.900900901,0.785805602,0.724489796,0.732157786,1.687688511,0.679064976
DigelSoil_TS,AEW7,ter,no,mixed,2,107,1698,15.86915888,0.149709046,0.047619048,0.018691589,0.18,0.42,16.98,17.8342424,2.448598131,3.096729755,4.012345679,0.771800339,0.72,0.733128584,1.810126582,1.025192115
DigelSoil_TS,AEW8,ter,no,mixed,2,115,2051,17.83478261,0.156445461,0.03539823,0.017391304,0.155963303,0.614678899,18.81651376,18.30865265,2.626086957,3.168722907,4.128205128,0.767578841,0.779816514,0.655295994,1.841593973,0.97606022
DigelSoil_TS,AEW9,ter,no,mixed,2,118,2171,18.39830508,0.157250471,0.043103448,0.016949153,0.189189189,0.315315315,19.55855856,19.99167312,2.449152542,3.093891027,3.896551724,0.794007432,0.765765766,0.736106834,1.836723269,0.964673989
DigelSoil_TS,HEW1,ter,no,mixed,2,113,1410,12.47787611,0.111409608,0.036036036,0.079646018,0.205607477,0.504672897,13.17757009,15.15194307,2.345132743,3.019375808,4.035460993,0.748210877,0.728971963,0.677449828,1.871766029,1.028910544
DigelSoil_TS,HEW10,ter,no,mixed,2,78,787,10.08974359,0.131035631,0.052631579,0.051282051,0.152777778,0.611111111,10.93055556,9.842887457,2.115384615,3.090841961,4.2875,0.720896084,0.722222222,0.637749238,1.693698347,0.622308414
DigelSoil_TS,HEW11,ter,no,mixed,2,113,1709,15.12389381,0.135034766,0.045045045,0.044247788,0.188679245,0.283018868,16.12264151,17.49487154,2.539823009,3.009667143,3.936708861,0.764513519,0.735849057,0.731033568,1.948160148,1.115171872
DigelSoil_TS,HEW12,ter,no,mixed,2,125,2283,18.264,0.147290323,0.040650407,0.008,0.186440678,0.338983051,19.34745763,20.62956849,2.264,3.096895343,3.893939394,0.795311645,0.754237288,0.745244317,1.772037005,0.809368194
DigelSoil_TS,HEW13,ter,no,mixed,2,119,1928,16.20168067,0.137302379,0.042735043,0.033613445,0.214285714,0.375,17.21428571,19.06150716,2.319327731,3.021276171,3.895424837,0.775596064,0.714285714,0.719054339,1.769348158,0.872606108
DigelSoil_TS,HEW16,ter,no,mixed,2,121,2114,17.47107438,0.145592287,0.033613445,0.024793388,0.182608696,0.608695652,18.3826087,19.57333606,2.396694215,3.148227294,3.973684211,0.79226912,0.747826087,0.721796039,1.805908751,0.856938292
DigelSoil_TS,HEW17,ter,no,mixed,2,123,1916,15.57723577,0.12768226,0.041322314,0.008130081,0.163793103,0.379310345,16.51724138,17.62729245,2.495934959,3.117440887,3.93258427,0.792720683,0.767241379,0.724286774,1.923756482,1.017964958
DigelSoil_TS,HEW2,ter,no,mixed,2,111,1647,14.83783784,0.134889435,0.04587156,0.018018018,0.192307692,0.394230769,15.83653846,15.98731935,2.621621622,3.04839171,3.941176471,0.773472523,0.730769231,0.721115758,1.913043478,1.10348495
DigelSoil_TS,HEW21,ter,no,mixed,2,128,1809,14.1328125,0.111281988,0.03968254,0.015625,0.165289256,0.371900826,14.95041322,16.86853641,2.3046875,3.106813003,4.156462585,0.747465649,0.776859504,0.709537895,1.787321506,0.846845419
DigelSoil_TS,HEW22,ter,no,mixed,2,120,1945,16.20833333,0.136204482,0.042372881,0.016666667,0.168141593,0.380530973,17.21238938,17.21474209,2.141666667,3.121196864,3.943661972,0.791446348,0.761061947,0.736415926,1.672901169,0.622630696
DigelSoil_TS,HEW3,ter,no,mixed,2,111,1557,14.02702703,0.127518428,0.04587156,0.072072072,0.182692308,0.365384615,14.97115385,13.79844984,1.981981982,3.044620235,3.907284768,0.779216365,0.759615385,0.721391773,1.566594225,0.570214501
DigelSoil_TS,HEW36,ter,no,mixed,2,145,3002,20.70344828,0.143773946,0.034965035,0.027586207,0.173913043,0.376811594,21.75362319,23.01056932,2.413793103,3.102609247,3.895027624,0.796556417,0.753623188,0.715494242,1.799311769,0.889348726
DigelSoil_TS,HEW4,ter,no,mixed,2,92,1013,11.01086957,0.120998567,0.055555556,0.02173913,0.211764706,0.388235294,11.91764706,12.37721771,1.793478261,2.96041804,3.947368421,0.74997257,0.717647059,0.717104414,1.591052869,0.562102923
DigelSoil_TS,HEW47,ter,no,mixed,2,131,2843,21.70229008,0.166940693,0.03875969,0.022900763,0.14516129,0.322580645,22.92741935,22.98857029,2.740458015,3.167869184,3.908496732,0.810508336,0.806451613,0.718198594,1.969409135,1.180443973
DigelSoil_TS,HEW5,ter,no,mixed,2,146,2851,19.52739726,0.134671705,0.027777778,0,0.121428571,0.635714286,20.36428571,22.07808599,2.534246575,3.229952925,3.985347985,0.810456938,0.814285714,0.655466322,1.771569433,0.806168675
DigelSoil_TS,HEW6,ter,no,mixed,2,129,2125,16.47286822,0.128694283,0.039370079,0.007751938,0.163934426,0.270491803,17.41803279,19.01406185,2.480620155,3.065688867,3.924528302,0.781161106,0.770491803,0.737760973,1.949550795,1.084097217
DigelSoil_TS,SEW1,ter,no,mixed,2,88,1103,12.53409091,0.14407001,0.046511628,0.068181818,0.170731707,0.682926829,13.45121951,11.56532967,1.988636364,3.179768123,4.282608696,0.742483927,0.743902439,0.652948135,1.609694944,0.597323699
DigelSoil_TS,SEW18,ter,no,mixed,2,109,1776,16.29357798,0.150866463,0.046728972,0.073394495,0.147058824,0.480392157,17.41176471,16.93455834,2.128440367,3.248916812,4.395348837,0.73917155,0.764705882,0.744006082,1.585230428,0.622706123
DigelSoil_TS,SEW2,ter,no,mixed,2,73,590,8.082191781,0.112252664,0.056338028,0.123287671,0.194029851,0.567164179,8.805970149,7.912856447,1.808219178,2.978273646,4.428571429,0.672513404,0.701492537,0.699488763,1.626231994,0.592525761
DigelSoil_TS,SEW3,ter,no,mixed,2,114,2033,17.83333333,0.157817109,0.035714286,0,0.194444444,0.657407407,18.82407407,17.45639625,2.096491228,3.221394083,4.220338983,0.763302212,0.722222222,0.745656151,1.619334673,0.607377161
DigelSoil_TS,SEW35,ter,no,mixed,2,90,1078,11.97777778,0.134581773,0.045454545,0.077777778,0.19047619,0.654761905,12.83333333,11.82587864,1.855555556,3.105572814,4.032520325,0.770131968,0.726190476,0.656183886,1.575852783,0.579619775
DigelSoil_TS,SEW36,ter,no,mixed,2,81,884,10.91358025,0.136419753,0.050632911,0.086419753,0.146666667,0.666666667,11.78666667,10.12929033,2.049382716,3.176723554,4.205357143,0.755399231,0.746666667,0.655076626,1.628571429,0.619095213
DigelSoil_TS,SEW37,ter,no,mixed,2,110,1941,17.64545455,0.161884904,0.046296296,0.018181818,0.165048544,0.427184466,18.84466019,16.60011651,2.236363636,3.162830868,4,0.790707717,0.757281553,0.704402916,1.648082804,0.683852732
DigelSoil_TS,SEW4,ter,no,mixed,2,107,1490,13.92523364,0.131370129,0.047619048,0.009345794,0.16,0.41,14.9,14.48405602,2.018691589,3.129935711,4.036231884,0.775459835,0.73,0.726519956,1.645434047,0.585983262
DigelSoil_TS,SEW41,ter,no,mixed,2,110,1684,15.30909091,0.140450375,0.046296296,0.027272727,0.145631068,0.417475728,16.34951456,16.06464193,2.118181818,3.148734292,3.965517241,0.794028648,0.766990291,0.682708059,1.626559252,0.589829238
DigelSoil_TS,SEW43,ter,no,mixed,2,115,1939,16.86086957,0.147902365,0.044247788,0.008695652,0.092592593,0.416666667,17.9537037,17.53361752,2.530434783,3.396277499,4.138121547,0.820729275,0.842592593,0.663816805,2.050429185,0.743612236
DigelSoil_TS,SEW48,ter,no,mixed,2,107,1738,16.24299065,0.153235761,0.047619048,0.028037383,0.17,0.46,17.38,16.13877945,2.420560748,3.145470247,3.952941176,0.79572908,0.78,0.721431383,1.653006201,0.771390222
DigelSoil_TS,SEW5,ter,no,mixed,2,88,1086,12.34090909,0.14184953,0.046511628,0.090909091,0.268292683,0.573170732,13.24390244,13.24653318,1.806818182,2.992141827,4.024,0.743574013,0.646341463,0.745342825,1.492261608,0.538539694
DigelSoil_TS,SEW6,ter,no,mixed,2,110,1805,16.40909091,0.150542118,0.046296296,0.063636364,0.126213592,0.436893204,17.52427184,14.53990092,2.118181818,3.197947168,4,0.799486792,0.796116505,0.684460929,1.62041951,0.617791106
DigelSoil_TS,SEW7,ter,no,mixed,2,119,2564,21.54621849,0.182595072,0.051282051,0.008403361,0.171171171,0.405405405,23.0990991,20.9123517,2.277310924,3.155615098,3.924603175,0.804059661,0.765765766,0.725110895,1.675806452,0.74812712
DigelSoil_TS,SEW8,ter,no,mixed,2,109,1785,16.37614679,0.151630989,0.056074766,0.009174312,0.168316832,0.415841584,17.67326733,16.52217232,2.76146789,3.269643341,4.427884615,0.73842108,0.782178218,0.831227032,1.884410983,1.035329676
DigelSoil_TS,SEW9,ter,no,mixed,2,82,985,12.01219512,0.148298705,0.05,0.036585366,0.197368421,0.671052632,12.96052632,11.96933949,1.951219512,3.147633493,4.136363636,0.760966339,0.684210526,0.749086888,1.59223301,0.597662489
Rhynie_all_TS,1,both,no,mixed,2,82,267,3.256097561,0.040198735,0.275,0.073170732,0.568965517,0.24137931,4.603448276,5.001542412,1.256097561,2.220763329,5.818181818,0.381693697,0.344827586,0.536014774,2.244019139,1.141603083
Rhynie_all_TS,10,both,no,mixed,2,79,200,2.53164557,0.032456994,0.298701299,0.075949367,0.574074074,0.277777778,3.703703704,4.24543986,1.101265823,2.061928549,5.1875,0.397480202,0.259259259,0.431241786,2.044293015,0.955358859
Rhynie_all_TS,100,both,no,mixed,2,84,299,3.55952381,0.042885829,0.243902439,0.023809524,0.596774194,0.209677419,4.822580645,6.686232965,1.357142857,2.150524405,4.492307692,0.478712624,0.35483871,0.605218681,1.888127854,0.824646438
Rhynie_all_TS,1000,both,no,mixed,2,76,173,2.276315789,0.030350877,0.256756757,0.184210526,0.581818182,0.254545455,3.145454545,3.42333053,1.144736842,2.100703087,4.454545455,0.471586407,0.290909091,0.567483618,1.80952381,0.8167896
Rhynie_all_TS,101,both,no,mixed,2,81,238,2.938271605,0.036728395,0.278481013,0.074074074,0.614035088,0.263157895,4.175438596,6.182125175,1.12345679,2.111606245,5.172413793,0.408243874,0.228070175,0.526603192,2.147853736,1.106760927
Rhynie_all_TS,102,both,no,mixed,2,79,209,2.64556962,0.033917559,0.272727273,0.113924051,0.553571429,0.303571429,3.732142857,4.346329994,1.227848101,2.141168153,5.346153846,0.400506273,0.339285714,0.567539318,2.115321252,0.993317202
Rhynie_all_TS,103,both,no,mixed,2,80,227,2.8375,0.035917722,0.269230769,0.0625,0.578947368,0.263157895,3.98245614,4.086088018,1.3625,2.166723463,5.339622642,0.405782133,0.298245614,0.637314778,2.227067669,1.200346826
Rhynie_all_TS,104,both,no,mixed,2,81,225,2.777777778,0.034722222,0.278481013,0.061728395,0.578947368,0.245614035,3.947368421,4.252818614,1.148148148,2.093898385,5,0.418779677,0.315789474,0.513900731,1.831041257,0.862003649
Rhynie_all_TS,105,both,no,mixed,2,74,237,3.202702703,0.04387264,0.236111111,0.067567568,0.6,0.290909091,4.309090909,5.02539008,1.283783784,2.270693916,4.769230769,0.47611324,0.272727273,0.597015851,1.998473282,0.916213516
Rhynie_all_TS,106,both,no,mixed,2,84,231,2.75,0.03313253,0.304878049,0.142857143,0.578947368,0.263157895,4.052631579,4.509597118,1.166666667,2.11677554,4.857142857,0.435806729,0.333333333,0.674595267,2.155107188,0.922448581
Rhynie_all_TS,107,both,no,mixed,2,80,231,2.8875,0.036550633,0.294871795,0.1125,0.618181818,0.272727273,4.2,4.335042398,1.1,2.100760711,4.888888889,0.429701054,0.218181818,0.481957072,1.814663951,0.883100313
Rhynie_all_TS,108,both,no,mixed,2,77,241,3.12987013,0.041182502,0.28,0.051948052,0.574074074,0.259259259,4.462962963,4.917097483,1.220779221,2.163234682,5.136842105,0.421121506,0.296296296,0.691839317,2.224438903,1.037138697
Rhynie_all_TS,109,both,no,mixed,2,87,251,2.885057471,0.03354718,0.282352941,0.068965517,0.639344262,0.229508197,4.114754098,4.431321701,1.103448276,2.04344577,4.423076923,0.461996435,0.278688525,0.548685695,1.880057803,0.789809185
Rhynie_all_TS,11,both,no,mixed,2,75,179,2.386666667,0.032252252,0.260273973,0.066666667,0.592592593,0.277777778,3.314814815,4.124588369,1.226666667,2.192129821,5.416666667,0.40470089,0.277777778,0.562712408,2.212727273,1.047254115
Rhynie_all_TS,110,both,no,mixed,2,84,225,2.678571429,0.032271945,0.256097561,0.142857143,0.639344262,0.196721311,3.68852459,3.892475577,1.095238095,2.073187708,4.647058824,0.446129001,0.295081967,0.503834402,1.83531746,0.856888065
Rhynie_all_TS,111,both,no,mixed,2,82,205,2.5,0.030864198,0.2625,0.134146341,0.627118644,0.237288136,3.474576271,4.174454051,1.085365854,2.070485384,4.380952381,0.472610794,0.254237288,0.487261952,1.85915493,0.832965995
Rhynie_all_TS,112,both,no,mixed,2,78,201,2.576923077,0.033466533,0.289473684,0.192307692,0.518518519,0.314814815,3.722222222,3.055565085,1.243589744,2.179665101,5.244897959,0.415578171,0.314814815,0.856350078,2.27574171,1.209253953
Rhynie_all_TS,113,both,no,mixed,2,81,230,2.839506173,0.035493827,0.240506329,0.086419753,0.6,0.216666667,3.833333333,3.508665624,1.37037037,2.254772966,5.804347826,0.388462758,0.283333333,0.630482105,2.271390374,1.124098779
Rhynie_all_TS,114,both,no,mixed,2,85,190,2.235294118,0.026610644,0.301204819,0.164705882,0.568965517,0.25862069,3.275862069,2.802211554,1.341176471,2.170755586,5.888888889,0.368618873,0.327586207,0.732941057,2.409574468,1.303355621
Rhynie_all_TS,115,both,no,mixed,2,81,199,2.456790123,0.030709877,0.291139241,0.098765432,0.625,0.25,3.553571429,4.488043278,1.197530864,2.06786032,4.515873016,0.457909315,0.285714286,0.648370006,2.181564246,0.929994848
Rhynie_all_TS,116,both,no,mixed,2,83,227,2.734939759,0.033352924,0.283950617,0.084337349,0.568965517,0.25862069,3.913793103,4.280861049,1.156626506,2.1268064,5,0.42536128,0.310344828,0.61095053,2.02560241,0.909614109
Rhynie_all_TS,117,both,no,mixed,2,75,177,2.36,0.031891892,0.287671233,0.16,0.538461538,0.288461538,3.403846154,3.050294845,1.24,2.177583944,5.416666667,0.402015497,0.346153846,0.737138592,2.065375303,1.131236615
Rhynie_all_TS,118,both,no,mixed,2,78,281,3.602564103,0.046786547,0.263157895,0.102564103,0.571428571,0.232142857,5.017857143,6.994780057,1.230769231,2.174570177,4.846153846,0.44872083,0.357142857,0.581971647,2.089033659,0.900904883
Rhynie_all_TS,119,both,no,mixed,2,81,293,3.617283951,0.045216049,0.253164557,0.061728395,0.576271186,0.254237288,4.966101695,5.05134363,1.209876543,2.167322197,4.412429379,0.491185696,0.305084746,0.672729998,1.984392419,0.835713375
Rhynie_all_TS,12,both,no,mixed,2,83,244,2.939759036,0.03585072,0.271604938,0.060240964,0.593220339,0.254237288,4.13559322,4.91113312,1.265060241,2.171978569,4.939393939,0.439725723,0.271186441,0.678673571,2.157635468,0.985607063
Rhynie_all_TS,120,both,no,mixed,2,81,211,2.604938272,0.032561728,0.303797468,0.185185185,0.563636364,0.236363636,3.836363636,2.923491294,1.185185185,2.089146253,5,0.417829251,0.327272727,0.554371572,1.970414201,0.978581103
Rhynie_all_TS,121,both,no,mixed,2,83,237,2.855421687,0.034822216,0.283950617,0.108433735,0.551724138,0.224137931,4.086206897,4.198096823,1.156626506,2.136765099,4.6,0.464514152,0.379310345,0.685141335,1.975683891,0.877254384
Rhynie_all_TS,122,both,no,mixed,2,83,261,3.144578313,0.038348516,0.259259259,0.024096386,0.6,0.216666667,4.35,4.678928604,1.168674699,2.102216231,4.846153846,0.433790651,0.316666667,0.534515882,1.99556213,0.988067089
Rhynie_all_TS,123,both,no,mixed,2,72,184,2.555555556,0.03599374,0.242857143,0.111111111,0.547169811,0.283018868,3.471698113,3.592747896,1.305555556,2.27827439,5.4,0.421902665,0.358490566,0.664206055,2.224637681,1.074489646
Rhynie_all_TS,124,both,no,mixed,2,82,279,3.402439024,0.04200542,0.2375,0.109756098,0.590163934,0.229508197,4.573770492,4.051580006,1.207317073,2.186844727,4.803921569,0.455220739,0.31147541,0.53403971,1.925722146,0.873538919
Rhynie_all_TS,125,both,no,mixed,2,79,213,2.696202532,0.034566699,0.285714286,0.17721519,0.6,0.290909091,3.872727273,3.590391217,1.164556962,2.109826221,5.4,0.390708559,0.254545455,0.496886515,1.952651515,0.952193401
Rhynie_all_TS,126,both,no,mixed,2,75,173,2.306666667,0.031171171,0.273972603,0.2,0.566037736,0.283018868,3.264150943,2.732644137,1.32,2.222317138,4.764705882,0.466412239,0.339622642,0.743547248,2.060669456,0.981207686
Rhynie_all_TS,127,both,no,mixed,2,87,243,2.793103448,0.032477947,0.270588235,0.114942529,0.612903226,0.225806452,3.919354839,4.106366058,1.298850575,2.148728607,5.111111111,0.420403423,0.290322581,0.582169456,2.260722348,0.990789868
Rhynie_all_TS,128,both,no,mixed,2,77,214,2.779220779,0.036568694,0.28,0.103896104,0.537037037,0.277777778,3.962962963,4.152575754,1.12987013,2.090531073,4.192771084,0.498603675,0.351851852,0.664761973,1.869244936,0.8214338
Rhynie_all_TS,129,both,no,mixed,2,85,248,2.917647059,0.034733894,0.265060241,0.094117647,0.62295082,0.229508197,4.06557377,4.700598729,1.282352941,2.120412312,4.805194805,0.441274995,0.262295082,0.55652793,1.915562914,0.943418951
Rhynie_all_TS,13,both,no,mixed,2,77,194,2.519480519,0.033151059,0.28,0.155844156,0.648148148,0.259259259,3.592592593,3.141436509,1.064935065,2.064021002,4.797297297,0.430246631,0.240740741,0.447527128,1.871035941,0.874707206
Rhynie_all_TS,130,both,no,mixed,2,83,251,3.024096386,0.036879224,0.24691358,0.060240964,0.639344262,0.245901639,4.114754098,6.491271988,1.156626506,2.077401518,4.425,0.46946927,0.245901639,0.55559605,1.944162437,0.770767656
Rhynie_all_TS,131,both,no,mixed,2,78,253,3.243589744,0.042124542,0.289473684,0.051282051,0.537037037,0.259259259,4.685185185,6.133188632,1.346153846,2.133696946,5.052631579,0.422294187,0.351851852,0.661869575,2.164807931,1.113352606
Rhynie_all_TS,132,both,no,mixed,2,77,305,3.961038961,0.052118934,0.293333333,0.038961039,0.603773585,0.245283019,5.754716981,7.8346019,1.090909091,2.086277638,4.884057971,0.427160703,0.339622642,0.533086648,1.899653979,0.797129591
Rhynie_all_TS,133,both,no,mixed,2,80,227,2.8375,0.035917722,0.243589744,0.0875,0.610169492,0.220338983,3.847457627,3.512605671,1.4375,2.218459193,5.388888889,0.41167284,0.338983051,0.675745001,2.379487179,1.194591897
Rhynie_all_TS,134,both,no,mixed,2,80,228,2.85,0.036075949,0.282051282,0.0875,0.571428571,0.267857143,4.071428571,4.288916553,1.1875,2.147723382,5.555555556,0.386590209,0.321428571,0.553103358,1.942574257,1.020945964
